"","time 1","time 2","time 3","time 4","time 5","time 6","time 7","time 8","time 9","time 10","time 11","tim 12","time 13","time 14","time 15","time 12"
"11",0.192760229110718,0.210523366928101,0.206516742706299,0.205812692642212,0.205679178237915,0.205173254013062,0.188966035842896,0.190258026123047,0.19024920463562,0.191253185272217,0.214280128479004,NA,0.190498828887939,0.196893930435181,0.196591377258301,0.208132266998291
"12",0.190613746643066,0.2088463306427,0.220238447189331,0.205251216888428,0.189208269119263,0.206092596054077,0.205429553985596,0.202609062194824,0.207282066345215,0.201141834259033,0.198685169219971,NA,0.203997850418091,0.213610172271729,0.210407495498657,0.4319908618927
"13",0.206586360931396,0.192944288253784,0.205036401748657,0.187657594680786,0.190368175506592,0.191360712051392,0.189329624176025,0.203323125839233,0.188389778137207,0.20494818687439,0.215910911560059,NA,0.210764169692993,0.203535079956055,0.21103572845459,0.18760085105896
"14",0.18924069404602,0.210885524749756,0.2041015625,0.205302715301514,0.203222513198853,0.207135200500488,0.20811915397644,0.189625024795532,0.207634449005127,0.188988447189331,0.198171138763428,NA,0.21875,0.198500394821167,0.196161508560181,0.188179492950439
"15",0.206442832946777,0.210431814193726,0.222154855728149,0.205939054489136,0.188776731491089,0.204928874969482,0.190484285354614,0.205389261245728,0.189173221588135,0.203754425048828,0.215617418289185,NA,0.209316968917847,0.221265554428101,0.215268135070801,0.202966451644897
"16",0.190433263778687,0.192057371139526,0.202800512313843,0.205526351928711,0.204777717590332,0.20431399345398,0.206910610198975,0.20850396156311,0.206966638565063,0.189478635787964,0.197457075119019,NA,0.203895807266235,0.200981616973877,0.188717603683472,0.186232089996338
"17",0.204569816589355,0.208611726760864,0.218357801437378,0.207299470901489,0.188697814941406,0.187755107879639,0.190650939941406,0.190172672271729,0.189223051071167,0.188681602478027,0.213753938674927,NA,0.187787771224976,0.216299772262573,0.221286058425903,0.203140497207642
"18",0.188424587249756,0.209630250930786,0.200095891952515,0.190531969070435,0.201793670654297,0.2084801197052,0.207991600036621,0.205934047698975,0.205984354019165,0.205594539642334,0.215378522872925,NA,0.206169605255127,0.198584079742432,0.212616920471191,0.187159538269043
"19",0.20256781578064,0.21061635017395,0.204005718231201,0.189233779907227,0.189871788024902,0.189530849456787,0.19193434715271,0.19066596031189,0.188137531280518,0.188563346862793,0.200762748718262,NA,0.187872886657715,0.198215007781982,0.197583913803101,0.187708616256714
"20",0.220914840698242,0.212591886520386,0.188923835754395,0.207585573196411,0.201714515686035,0.20638108253479,0.219141483306885,0.190351009368896,0.205479383468628,0.202698230743408,0.215102672576904,NA,0.205525636672974,0.216657876968384,0.21262001991272,0.200856924057007
"21",0.220146179199219,0.193403959274292,0.204087972640991,0.193140029907227,0.204214572906494,0.190027952194214,0.206339120864868,0.205506086349487,0.206442832946777,0.204582452774048,0.197729110717773,NA,0.187657833099365,0.20713472366333,0.198654890060425,0.188756704330444
"22",0.204121828079224,0.192257881164551,0.192509651184082,0.222918272018433,0.189043998718262,0.188953161239624,0.212825298309326,0.180974721908569,0.189523458480835,0.200139284133911,0.216085433959961,NA,0.203705072402954,0.220959663391113,0.21109414100647,0.205084800720215
"23",0.224294900894165,0.209999799728394,0.202058792114258,0.193666696548462,0.200580596923828,0.204266548156738,0.189927577972412,0.211358070373535,0.207322835922241,0.207378387451172,0.198415517807007,NA,0.205145835876465,0.198456048965454,0.21292233467102,0.190998554229736
"24",0.203472375869751,0.191776275634766,0.203919172286987,0.194347858428955,0.187405109405518,0.189370632171631,0.209582328796387,0.189286231994629,0.188192129135132,0.19419002532959,0.212877035140991,NA,0.189251899719238,0.217997312545776,0.215025663375854,0.201682806015015
