"","time 1","time 2","time 3","time 4","time 5","time 6","time 7","time 8","time 9","time 10","time 11","time 12","time 13","time 14","time 15"
"13",0.210818290710449,0.21741247177124,0.230111598968506,0.208878993988037,0.193520069122314,0.205662250518799,0.207987546920776,0.189051628112793,0.220364093780518,0.194270849227905,0.19936466217041,0.218914985656738,0.19195032119751,0.213780164718628,0.191405057907104
"14",0.195688724517822,0.201205730438232,0.209559917449951,0.206010341644287,0.210071563720703,0.20573353767395,0.190020799636841,0.203548908233643,0.204105854034424,0.209062576293945,0.215477466583252,0.44911527633667,0.20538330078125,0.197507858276367,0.206337213516235
"15",0.210668802261353,0.214896202087402,0.207520008087158,0.193868398666382,0.202156066894531,0.189630031585693,0.208016633987427,0.203420877456665,0.21907377243042,0.21124267578125,0.19680666923523,0.196644306182861,0.192966938018799,0.210329055786133,0.190746545791626
"16",0.193632125854492,0.219750642776489,0.202805280685425,0.208271741867065,0.219915390014648,0.203866004943848,0.189783573150635,0.203898668289185,0.206989049911499,0.19388222694397,0.214074850082397,0.197217226028442,0.207504272460938,0.189434766769409,0.206710577011108
"17",0.211629629135132,0.20053219795227,0.20339035987854,0.208133697509766,0.199742078781128,0.205907344818115,0.208655595779419,0.1873619556427,0.229048013687134,0.209523916244507,0.199525594711304,0.213578939437866,0.206576824188232,0.208033323287964,0.206437110900879
"18",0.194242238998413,0.217567205429077,0.22029185295105,0.194604158401489,0.220866680145264,0.207447528839111,0.189450979232788,0.204204320907593,0.197535037994385,0.195628643035889,0.220826387405396,0.199113368988037,0.193406820297241,0.188967227935791,0.193599224090576
"19",0.207919359207153,0.214380502700806,0.19985818862915,0.208904504776001,0.197150707244873,0.188517570495605,0.209045171737671,0.190726280212402,0.209881544113159,0.194009304046631,0.212646245956421,0.213390111923218,0.206085920333862,0.191127061843872,0.207900762557983
"20",0.194429397583008,0.201251029968262,0.213370084762573,0.211849927902222,0.204495668411255,0.204949617385864,0.190835952758789,0.205571174621582,0.192898988723755,0.209714651107788,0.198641300201416,0.196869611740112,0.19235897064209,0.206168413162231,0.193239688873291
"21",0.21056079864502,0.215478181838989,0.199896812438965,0.206311464309692,0.190960645675659,0.209296226501465,0.207784652709961,0.189543724060059,0.210086345672607,0.192523956298828,0.213794708251953,0.199137687683105,0.20780348777771,0.186652660369873,0.20722508430481
"22",0.197503089904785,0.214709281921387,0.21523380279541,0.196137189865112,0.215054273605347,0.189900875091553,0.209145784378052,0.188784122467041,0.190731525421143,0.207111835479736,0.21060585975647,0.210958957672119,0.19160532951355,0.211739063262939,0.20752477645874
"23",0.222787380218506,0.20767331123352,0.197139263153076,0.211805582046509,0.192010879516602,0.206624507904053,0.188886880874634,0.20423150062561,0.209748029708862,0.193344116210938,0.227753400802612,0.196406841278076,0.207571268081665,0.1889328956604,0.194396018981934
"24",0.202358245849609,0.223812341690063,0.213597536087036,0.192663431167603,0.220197677612305,0.189387798309326,0.20899510383606,0.18845796585083,0.207983255386353,0.19521164894104,0.198232650756836,0.212084531784058,0.192605495452881,0.209712982177734,0.205748081207275
